duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,difficulty,record_id,true_label,predicted_label,attack_probability,risk_level,error_type
0,icmp,eco_i,SF,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,50,1.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0,saint,15,2796,attack,attack,0.028739140549473567,Low Risk,True Positive
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,1.0,1.0,0.0,0.0,0.02,0.07,0.0,255,2,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2797,attack,attack,5.175617086859203e-07,Low Risk,True Positive
0,tcp,shell,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,8,0.0,0.0,1.0,1.0,0.06,0.07,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21,2798,attack,attack,0.0020564437113136567,Low Risk,True Positive
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20,1.0,1.0,0.0,0.0,0.14,0.06,0.0,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2799,attack,attack,4.603816312132993e-07,Low Risk,True Positive
0,tcp,smtp,SF,1909,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,17,0.68,0.12,0.04,0.0,0.0,0.0,0.0,0.0,normal,21,2800,normal,normal,0.9944578058049828,High Risk,True Negative
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,2,1.0,1.0,0.0,0.0,0.01,0.07,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2801,attack,attack,8.41540122580923e-08,Low Risk,True Positive
1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.0,0.04,0.0,mailbomb,18,2802,attack,normal,0.998667638969983,High Risk,False Negative
0,tcp,http,SF,282,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2803,normal,normal,0.9875560202630622,High Risk,True Negative
0,tcp,pop_3,SF,30,217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,10,0.21,0.11,0.02,0.0,0.0,0.0,0.0,0.0,guess_passwd,4,2804,attack,normal,0.9972558490718099,High Risk,False Negative
1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,44,0.17,0.16,0.0,0.0,0.0,0.0,0.81,0.0,mailbomb,13,2805,attack,normal,0.9286013764895192,High Risk,False Negative
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,5,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,5,0.02,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21,2806,attack,attack,0.0007113304368151377,Low Risk,True Positive
0,tcp,telnet,RSTO,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.5,0.5,1.0,0.0,0.5,67,90,0.34,0.07,0.01,0.02,0.0,0.11,0.87,0.6,mscan,12,2807,attack,normal,0.9951693594429654,High Risk,False Negative
0,tcp,http,SF,213,3680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,normal,21,2808,normal,normal,0.9968353207695422,High Risk,True Negative
0,tcp,http,SF,296,1840,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10,255,1.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,normal,21,2809,normal,normal,0.9918145998956441,High Risk,True Negative
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,2,1.0,1.0,0.0,0.0,0.01,0.06,0.0,255,2,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2810,attack,attack,4.08363731480944e-08,Low Risk,True Positive
1,tcp,smtp,SF,1731,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,236,141,0.58,0.03,0.0,0.01,0.0,0.0,0.0,0.0,normal,21,2811,normal,normal,0.9971122969499009,High Risk,True Negative
0,tcp,pop_3,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,150,85,0.33,0.02,0.01,0.02,1.0,1.0,0.0,0.0,mscan,18,2812,attack,attack,0.03915972661081237,Low Risk,True Positive
0,tcp,link,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,19,0.71,0.0,0.29,1.0,0.07,0.06,0.0,255,19,0.07,0.06,0.0,0.0,0.7,0.0,0.3,1.0,neptune,20,2813,attack,attack,0.016834910840559898,Low Risk,True Positive
0,tcp,http,SF,200,1182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,normal,21,2814,normal,normal,0.9966400308103567,High Risk,True Negative
0,tcp,http,SF,297,2084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21,2815,normal,normal,0.9966786686992677,High Risk,True Negative
0,icmp,ecr_i,SF,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,17,0.07,0.01,0.07,0.0,0.0,0.0,0.0,0.0,smurf,20,2816,attack,attack,0.004269357387601881,Low Risk,True Positive
0,tcp,http,SF,275,1836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,49,232,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal,21,2817,normal,normal,0.9955978684824692,High Risk,True Negative
0,udp,private,SF,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,normal,17,2818,normal,attack,0.005353926933746223,Low Risk,False Positive
0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,19,2819,normal,normal,0.9353502525603571,High Risk,True Negative
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,1.0,1.0,0.0,0.0,0.02,0.09,0.0,255,3,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2820,attack,attack,2.0837566935227277e-07,Low Risk,True Positive
0,udp,domain_u,SF,45,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,198,0.0,0.0,0.0,0.0,1.0,0.0,0.01,175,216,0.88,0.01,0.88,0.01,0.0,0.0,0.06,0.0,normal,19,2821,normal,normal,0.9991359887818198,High Risk,True Negative
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,5,0.04,0.0,0.96,1.0,0.02,0.07,0.0,255,5,0.02,0.08,0.0,0.0,0.04,0.0,0.96,1.0,neptune,21,2822,attack,attack,0.00017056498367012398,Low Risk,True Positive
2074,tcp,http,RSTR,38464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0.24,0.24,0.76,0.76,1.0,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.04,0.04,0.56,0.59,apache2,17,2823,attack,attack,0.02862738623985036,Low Risk,True Positive
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2824,attack,attack,4.810640952600694e-08,Low Risk,True Positive
0,tcp,http,SF,220,398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2825,normal,normal,0.9908040600349565,High Risk,True Negative
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.0,0.17,0.0,0.83,1.0,0.0,1.0,61,85,0.34,0.05,0.02,0.02,1.0,0.25,0.0,0.53,mscan,14,2826,attack,attack,0.49693961529251846,Medium Risk,True Positive
0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18,2827,attack,attack,0.005991493242195077,Low Risk,True Positive
0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0.0,0.0,0.0,0.0,0.03,0.97,0.0,255,1,0.0,0.98,0.12,0.0,0.11,0.0,0.76,0.0,satan,16,2828,attack,attack,0.01232646610723221,Low Risk,True Positive
788,tcp,http,RSTR,1024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,41,0.02,0.02,0.98,0.98,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.01,0.71,0.71,apache2,13,2829,attack,attack,0.012123484791487914,Low Risk,True Positive
0,tcp,vmnet,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,18,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,20,2830,attack,attack,0.001016924466977486,Low Risk,True Positive
0,tcp,http,SF,226,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0.0,0.0,0.0,0.0,1.0,0.0,0.27,37,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,normal,21,2831,normal,normal,0.9972966319031055,High Risk,True Negative
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,back,15,2832,attack,normal,0.9537364150757144,High Risk,False Negative
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,0.0,0.0,1.0,1.0,0.07,0.08,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21,2833,attack,attack,0.0015602719251074746,Low Risk,True Positive
0,tcp,http,SF,302,2251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2834,normal,normal,0.9907973460321284,High Risk,True Negative
0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,1.0,1.0,0.0,0.0,1.0,0.0,0.0,165,101,0.61,0.1,0.01,0.0,0.56,0.91,0.03,0.0,neptune,18,2835,attack,attack,0.071955989889225,Low Risk,True Positive
0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,1.0,1.0,0.25,1.0,1.0,183,52,0.2,0.03,0.01,0.04,0.0,0.0,0.9,1.0,mscan,15,2836,attack,attack,0.2929854650277674,Low Risk,True Positive
0,udp,private,SF,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,snmpguess,14,2837,attack,normal,0.9342382883972333,High Risk,False Negative
0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,3,1.0,1.0,0.0,0.0,0.02,0.08,0.0,255,3,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,18,2838,attack,attack,3.470847410896843e-05,Low Risk,True Positive
0,tcp,http,SF,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.06,0.06,back,16,2839,attack,normal,0.9473177705060774,High Risk,False Negative
5566,tcp,IRC,RSTR,864,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,31,10,0.32,0.06,0.03,0.0,0.0,0.0,0.29,0.9,normal,20,2840,normal,normal,0.9930454046409825,High Risk,True Negative
0,tcp,pop_3,RSTO,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,1.0,1.0,0.33,1.0,1.0,109,60,0.27,0.05,0.01,0.03,0.06,0.0,0.87,1.0,mscan,15,2841,attack,attack,0.46529142953976166,Medium Risk,True Positive
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,6,1.0,0.0,1.0,0.33,0.0,0.0,0.0,0.0,warezmaster,16,2842,attack,normal,0.6188638788201227,Medium Risk,False Negative
281,tcp,ftp,SF,160,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100,41,0.41,0.06,0.01,0.0,0.0,0.0,0.0,0.0,warezmaster,11,2843,attack,normal,0.9999999356119241,High Risk,False Negative
0,tcp,discard,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,17,0.0,0.0,1.0,1.0,0.14,0.07,0.0,255,17,0.07,0.06,0.0,0.0,0.0,0.0,0.87,1.0,neptune,20,2844,attack,attack,0.0010245577450598423,Low Risk,True Positive
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,0.04,0.0,0.96,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,1.0,satan,20,2845,attack,attack,0.0013430474978324916,Low Risk,True Positive
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,8,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,8,0.03,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,21,2846,attack,attack,8.498602472026077e-05,Low Risk,True Positive
0,icmp,ecr_i,SF,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,smurf,18,2847,attack,attack,0.12742350245682507,Low Risk,True Positive
0,tcp,name,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,9,1.0,1.0,0.0,0.0,0.06,0.1,0.0,255,9,0.04,0.1,0.0,0.0,1.0,1.0,0.0,0.0,neptune,18,2848,attack,attack,9.898936860947862e-07,Low Risk,True Positive
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,18,1.0,1.0,0.0,0.0,0.1,0.08,0.0,255,18,0.07,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2849,attack,attack,2.576104269406977e-07,Low Risk,True Positive
895,tcp,http,RSTR,3904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0.19,0.19,0.81,0.81,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.02,0.02,0.62,0.62,apache2,14,2850,attack,attack,0.02296227809253705,Low Risk,True Positive
0,tcp,http,SF,233,2278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,17,0.0,0.0,0.0,0.0,1.0,0.0,0.24,165,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21,2851,normal,normal,0.9916271245625182,High Risk,True Negative
0,tcp,http,SF,209,173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21,2852,normal,normal,0.9977871089187963,High Risk,True Negative
0,tcp,http,SF,274,5201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2853,normal,normal,0.9904921296923952,High Risk,True Negative
0,tcp,telnet,SF,118,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.01,0.02,0.02,guess_passwd,15,2854,attack,normal,0.9987522389841992,High Risk,False Negative
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,0.14,0.0,0.85,1.0,0.0,1.0,0.0,255,1,0.0,0.94,0.0,0.0,0.15,0.0,0.84,1.0,satan,17,2855,attack,attack,0.006700674547177779,Low Risk,True Positive
0,tcp,finger,SF,12,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156,9,0.05,0.03,0.01,0.22,0.0,0.0,0.0,0.0,normal,20,2856,normal,normal,0.9713371854963889,High Risk,True Negative
0,tcp,http,SF,213,972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,49,0.0,0.0,0.0,0.0,1.0,0.0,0.04,96,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21,2857,normal,normal,0.9964096607180566,High Risk,True Negative
0,tcp,http,SF,208,277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal,21,2858,normal,normal,0.997587626857401,High Risk,True Negative
0,tcp,http,SF,186,7113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0.0,0.0,0.0,0.0,1.0,0.0,0.22,32,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,normal,21,2859,normal,normal,0.9973642936959917,High Risk,True Negative
0,tcp,http,SF,289,4071,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,255,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,normal,21,2860,normal,normal,0.9977749581124526,High Risk,True Negative
0,tcp,ftp_data,SF,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,25,27,0.72,0.08,0.72,0.07,0.0,0.0,0.0,0.0,normal,21,2861,normal,normal,0.9088165337604368,High Risk,True Negative
0,tcp,imap4,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,110,86,0.34,0.03,0.01,0.02,1.0,1.0,0.0,0.0,mscan,18,2862,attack,attack,0.0011480243943561652,Low Risk,True Positive
0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.07,0.0,0.93,1.0,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.06,0.0,0.94,1.0,satan,20,2863,attack,attack,0.0008926817781040636,Low Risk,True Positive
0,udp,private,SF,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,normal,17,2864,normal,attack,0.005790988282293937,Low Risk,False Positive
0,tcp,http,SF,152,40714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2865,normal,normal,0.990754969068605,High Risk,True Negative
0,udp,private,SF,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,normal,17,2866,normal,attack,0.005790995319319313,Low Risk,False Positive
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,17,1.0,1.0,0.0,0.0,0.09,0.09,0.0,255,17,0.07,0.09,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2867,attack,attack,2.0959859335790927e-07,Low Risk,True Positive
0,tcp,http,SF,219,729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.0,0.0,1.0,0.0,0.3,16,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,normal,21,2868,normal,normal,0.9969885394352169,High Risk,True Negative
0,udp,private,SF,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,normal,17,2869,normal,attack,0.005621728874453665,Low Risk,False Positive
0,tcp,http,SF,292,1384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,187,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21,2870,normal,normal,0.9925562428666387,High Risk,True Negative
7368,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.33,0.37,0.11,0.06,processtable,18,2871,attack,normal,0.999362709162236,High Risk,False Negative
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,1.0,1.0,0.67,0.67,0.0,255,52,0.2,0.1,0.0,0.0,0.0,0.0,1.0,1.0,neptune,10,2872,attack,normal,0.9340494426373407,High Risk,False Negative
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,1.0,1.0,0.0,0.0,0.06,0.21,0.0,255,2,0.01,0.17,0.0,0.0,1.0,1.0,0.0,0.0,neptune,21,2873,attack,attack,1.9954514326136747e-06,Low Risk,True Positive
0,tcp,http,SF,301,26802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2874,normal,normal,0.9885415537799518,High Risk,True Negative
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,39,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,warezmaster,12,2875,attack,normal,0.8375441505030697,High Risk,False Negative
0,tcp,http,SF,145,14086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2876,normal,normal,0.9614548257590296,High Risk,True Negative
0,tcp,http_443,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,17,0.0,0.0,1.0,1.0,0.15,0.05,0.0,255,17,0.07,0.05,0.0,0.0,0.14,0.0,0.86,1.0,neptune,19,2877,attack,attack,0.011783710577434004,Low Risk,True Positive
0,tcp,http,SF,219,14999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.25,105,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,2878,normal,normal,0.9954243828464224,High Risk,True Negative
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,26,0.28,0.14,0.28,0.12,0.0,0.0,0.0,0.0,normal,21,2879,normal,normal,0.988187933050813,High Risk,True Negative
281,tcp,ftp,SF,160,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,199,96,0.48,0.03,0.01,0.0,0.0,0.0,0.0,0.0,warezmaster,13,2880,attack,normal,0.9999999359375534,High Risk,False Negative
0,icmp,ecr_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,214,2,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,ipsweep,8,2881,attack,normal,0.5669149289320902,Medium Risk,False Negative
0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,18,0.0,0.0,1.0,1.0,0.14,0.06,0.0,255,18,0.07,0.06,0.0,0.0,0.0,0.0,1.0,1.0,neptune,20,2882,attack,attack,0.00755460069884527,Low Risk,True Positive
0,udp,private,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,1,0.0,0.0,0.0,0.0,0.01,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,satan,18,2883,attack,attack,0.0010553660570233158,Low Risk,True Positive
0,tcp,http,SF,157,1964,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,normal,21,2884,normal,normal,0.9731659014025776,High Risk,True Negative
0,tcp,http,SF,360,848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,32,0.0,0.0,0.0,0.0,1.0,0.0,0.06,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,2885,normal,normal,0.9904684859535775,High Risk,True Negative
